Molecule ChEMBL ID,Smiles,pChEMBL Value
CHEMBL3689526,CC1(C)CN(C(=O)CC#N)C12CCCN(c1ncnc3[nH]ccc13)C2,6.89
CHEMBL3689533,CC1(C)CN(C(=O)CC#N)C12CCN(c1ncnc3[nH]ccc13)C2,6.82
CHEMBL3667478,CC1(C)CN(c2ccc(C#N)cn2)CC[C@H]1Nc1c(C(N)=O)cnn2cc(N3CC[C@@H](O)C3=O)cc12,9.7
CHEMBL3960213,CN(C(=O)Nc1ccc(C#N)cc1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,9.26
CHEMBL3952907,CC[C@H]1CN(C(=O)C2(C#N)CC2)C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(C)c3)nc12,9.22
CHEMBL3589177,COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CC[C@H](N(C)C)C5)ccc4c3c2)c1,6.65
CHEMBL3951700,COc1nc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)ccc1C#N,10.26
CHEMBL1089814,COc1cc(-c2cnc3cccc(-c4ccc(CN5CCOCC5)cc4F)c3n2)cc(OC)c1OC,5.0
CHEMBL3335684,CCCS(=O)(=O)N1CCC[C@H](NC(=O)Nc2cnc3[nH]ccc3n2)C1,8.0
CHEMBL4162065,CN1CCN(c2cc(Nc3ncc(Br)c(Nc4cccc(CO)c4)n3)cc(S(C)(=O)=O)c2)CC1,5.18
CHEMBL2103874,CNS(=O)(=O)C[C@H]1CC[C@H](N(C)c2[nH]cnc3nccc2-3)CC1,7.02
CHEMBL3960370,CN(C)C(=O)/C(C#N)=C/c1ccc(Nc2cnc3[nH]cc(C(=O)C(C)(C)C)c3n2)c(F)c1,9.3
CHEMBL3951665,CN(C)C(=O)/C(C#N)=C/c1ccc(Nc2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)cc1,9.7
CHEMBL4114729,CCOC(=O)/C(C#N)=C/c1ccc(Nc2cnc3[nH]cc(C(=O)C(C)(C)C)c3n2)cc1,7.0
CHEMBL3966232,CN(C)C(=O)/C(C#N)=C/c1cccc(-c2cnc3[nH]cc(C(=O)C(C)(C)C)c3n2)c1,6.98
CHEMBL1938652,CNC(=O)c1cnc(N)c2cc(-c3ccc(OC(F)(F)F)cc3)sc12,6.44
CHEMBL1938653,CNC(=O)c1cnc(N)c2cc(-c3ccc(C(C)(C)C#N)cc3)sc12,6.93
CHEMBL3667457,NC(=O)c1cnn2cc(-c3cncnc3)cc2c1NC1CCOCC1,6.83
CHEMBL3667466,COc1ccc(-c2cc3c(N[C@@H]4CCN(C(=O)C(N)=O)CC4(C)C)c(C(N)=O)cnn3c2)cn1,9.05
CHEMBL3672471,COc1ccc(-c2cc3c(N[C@H]4CCN(C(=O)[C@H](C)O)CC4(C)C)c(C(N)=O)cnn3c2)cn1,8.48
CHEMBL3890701,Cc1cc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)ncc1[N+](=O)[O-],9.26
CHEMBL4470305,C=CC(=O)N1CCN(c2ccc(Cl)c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c2)CC1,8.37
CHEMBL4463109,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1cc(N2CCN(C(=O)CCl)CC2)ccc1C(F)(F)F,6.68
CHEMBL3745960,COc1ccc(-c2nc3c(OCC4CCNCC4)c(Cl)cnc3[nH]2)cc1,5.56
CHEMBL3930506,O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,6.1
CHEMBL3921555,CN1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cn2)CC1,5.62
CHEMBL4524537,Cc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1-c1cc2c(o1)CCN(C(=O)C(C)C)C2,7.49
CHEMBL2216827,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Oc4ccnc(C(=O)NC)c4)cc3)ncc2F)c1,5.81
CHEMBL4096207,C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4cc5c(s4)CCCC5)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,5.99
CHEMBL3955948,CN(C(=O)CC#N)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,9.26
CHEMBL3934942,CN(c1ccc2nc[nH]c2n1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,9.26
CHEMBL3884104,Cc1cc(Nc2nccc(Nc3cccc(S(N)(=O)=O)c3)n2)ccc1N1CCN(C)CC1,5.39
CHEMBL3932581,FC(F)(F)c1ccc(CN2CCC(c3[nH]c(=S)n4cnc5[nH]ccc5c34)CC2)cc1,6.32
CHEMBL3936565,FC(F)(F)c1cc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)ccc1Cl,6.02
CHEMBL3949040,Fc1cc(Cl)ccc1CN1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,7.23
CHEMBL3954819,OC(CN[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1)c1ccccc1,6.17
CHEMBL3896215,O=C(Nc1nncs1)N1CCCC(c2nnn3cnc4[nH]ccc4c23)C1,6.48
CHEMBL3671807,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(C(=O)NC5CC5)cc4)cc23)CC[C@]1(C)N,8.8
CHEMBL3671822,C[C@]1(O)CC[C@@H](Nc2c(C(N)=O)cnn3cc(-c4cncnc4N)cc23)CC1,7.96
CHEMBL3652404,C[C@H]1CN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)C[C@@H]1CO,9.7
CHEMBL3642325,CN1CCN(c2nc3c(NCc4cccc([N+](=O)[O-])c4)cccn3n2)CC1,5.0
CHEMBL4084598,C=CS(=O)(=O)Nc1cccc(CNc2c(C(N)=O)cnn3cccc23)c1,8.46
CHEMBL4098453,C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5cnn(C)c5)cc4c32)ccc1C,6.46
CHEMBL4100288,N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccccc2)n1,6.44
CHEMBL4061128,N#Cc1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)cc2C(N)=O)cc1,6.64
CHEMBL3644645,O=C(c1cnc2[nH]c(-c3n[nH]c4cc(-c5cc(F)c(O)cc5CC(F)(F)F)ccc34)nc2c1)c1cnc(N2CCCCC2)cn1,7.38
CHEMBL4463237,C=CC(=O)N[C@H]1CCCN(c2ccc(C(F)(F)F)c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c2)C1,7.68
CHEMBL3899634,N#Cc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)c(F)c1,7.43
CHEMBL3923513,Ic1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)o1,6.75
CHEMBL3908040,N#Cc1ccc(CNC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1,6.51
CHEMBL3971898,FC1(F)CCN(C[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)CC1,6.01
CHEMBL3931001,Fc1ccc(N[C@H]2CC[C@@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1,6.58
CHEMBL3655081,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,6.22
CHEMBL3911320,Nc1n[nH]c2ccc(C(=O)N3CCC[C@H]3c3ccc(Cl)cc3)cc12,6.66
CHEMBL4583532,Cc1cnc(Nc2ccccc2)nc1-c1cc2c(o1)CCN(C(=O)CC#N)C2,7.02
CHEMBL321855,O=C1Nc2ccc(C(=O)c3cccs3)cc2/C1=C/c1ccccc1,5.64
CHEMBL3891319,CN(C)C(=O)/C(C#N)=C/c1ccc(Nc2cnc3[nH]cc(C(=O)C(C)(C)C)c3n2)cc1Cl,9.0
CHEMBL3974727,CC(C)(C)C(=O)c1c[nH]c2ncc(-c3cccc(NC(=O)/C(C#N)=C/C4CC4)c3)nc12,6.46
CHEMBL3941879,CC(C)(C)C(=O)c1c[nH]c2ncc(Nc3ccc(/C=C4\SC(=O)NC4=O)cc3)nc12,8.4
CHEMBL4763483,O=C(Nc1c[nH]nc1-c1nc(-c2ccc(CN3CCOCC3)cc2)c[nH]1)c1ccc(Cl)cc1,7.19
CHEMBL4746186,CNC(=O)c1cnc2[nH]ccc2c1N[C@@H]1CCN(Cc2ccc(OC)cc2)[C@@H](C)C1,7.19
CHEMBL4648246,O=c1cc(C2CCCCC2)c2c(C3CC3)[nH]nc2[nH]1,6.01
CHEMBL3689515,N#CCC(=O)N1CCC12CCCN(c1ncnc3[nH]ccc13)C2,8.0
CHEMBL3689525,CC1N(c2ncnc3[nH]ccc23)CCC12CCN2C(=O)CC#N,6.89
CHEMBL3689536,CC1(C)CCN(C(=O)CC#N)C12CCN(c1ncnc3[nH]ccc13)C2,7.05
CHEMBL3693595,CC(=O)O[C@@H](C)C(=O)N1CCCC12CCCN(c1ncnc3[nH]ccc13)C2,6.96
CHEMBL3689519,N#CCC(=O)N1CCCC12CCCN(c1ncnc3[nH]ccc13)C2,7.85
CHEMBL3642321,CN1CCN(c2cccc(Nc3nc4cccc(-c5ccc(S(C)(=O)=O)cc5)n4n3)c2)CC1,6.91
CHEMBL3665185,CSc1ncc(-c2cnc3[nH]ccc3n2)c(N[C@H]2CCCN(S(C)(=O)=O)C2)n1,10.32
CHEMBL3665201,CN1CCC(Nc2ncc(-c3cnc4[nH]ccc4n3)c(N[C@H]3CCCN(S(C)(=O)=O)C3)n2)CC1,10.6
CHEMBL3694591,Clc1cnc2nc1NCc1cc(ccc1-c1ccccc1)OCCCc1cccc(c1)N2,7.51
CHEMBL3703498,CCOC(=O)c1c[nH]c2ncnc(-c3ccccc3F)c12,8.12
CHEMBL3645069,COc1cccc(-c2cccn3nc(Nc4ccc(C5CCN(CC(=O)N(C)C)CC5)cc4)nc23)c1OC,6.91
CHEMBL4645703,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OCCCN4CCOCC4)cc3)nc3ccsc23)c1,7.05
CHEMBL4648612,Cc1[nH]nc2[nH]c(=O)cc(C3CC4CCC3CC4)c12,7.19
CHEMBL4632980,Cc1[nH]nc2[nH]c(=O)c(C#N)c(C3CCCCC3)c12,5.27
CHEMBL4638953,Cc1[nH]nc2[nH]c(=O)cc([C@H]3CC[C@H](NC(=O)[C@H]4CC4(F)F)CC3)c12,5.57
CHEMBL4639048,Cc1[nH]nc2[nH]c(=O)cc([C@H]3CC[C@H](NS(=O)(=O)CC4CCC4)CC3)c12,5.77
CHEMBL4163817,CN1CCN(c2cc(Nc3ncc(Cl)c(Nc4cccc(CO)c4)n3)cc(S(C)(=O)=O)c2)CC1,4.9
CHEMBL4163122,CC(=O)N1CCN(c2cc(Nc3ncc(C)c(Nc4cccc(CO)c4)n3)cc(S(C)(=O)=O)c2)CC1,4.61
CHEMBL3957937,Fc1cccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)c1,6.66
CHEMBL3965965,Fc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cn1,7.58
CHEMBL3947889,c1cc2c(ncn3nnc([C@H]4CC[C@H](CN5CCSC5)CC4)c23)[nH]1,6.28
CHEMBL3902431,OC12CC3CC(C1)CC(c1nnn4cnc5[nH]ccc5c14)(C3)C2,6.66
CHEMBL4442778,C=CC(=O)N1CCCC(n2nc(-c3cc(C=O)n(C)n3)c3c(N)ncnc32)C1,7.01
CHEMBL4439150,N#CCC(=O)N1CCCC(Cn2nc(Br)c3c(N)ncnc32)C1,6.47
CHEMBL4517080,C=CC(=O)N1CCCC(Cn2nc(Br)c3c(N)ncnc32)C1,7.68
CHEMBL4459635,N#CCC(=O)N1CCCC(n2nc(Br)c3c(N)ncnc32)C1,7.05
CHEMBL3949242,OC(CNC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1)C(F)(F)F,6.48
CHEMBL3945787,N[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,6.28
CHEMBL3672475,CS(=O)(=O)N1C[C@H](CF)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(C(F)(F)F)nc4)cc23)C1,8.01
CHEMBL2062805,CN1CCN(c2ccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)cc2)CC1,7.51
CHEMBL3693608,N#CCNC(=O)N1CCCC12CCN(c1ncnc3[nH]ccc13)C2,6.89
CHEMBL2376156,C[C@@H](NC(=O)c1c[nH]c2ncc(-n3ncc4cc(Cl)ccc43)nc12)C(=O)N1CC(C#N)C1,7.98
CHEMBL1078277,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3cccc(CN4CCOCC4)c3)n2)cc1,6.03
CHEMBL1078889,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(CN4CCS(=O)(=O)CC4)cc3)n2)cc1,6.23
CHEMBL461140,CN(C)CCOc1ccc(/C=C/c2cc(-c3cc4c(=O)[nH]cnc4[nH]3)ccn2)cc1,6.0
CHEMBL1650955,O=CN1CCN(c2ccc(C(F)(F)F)c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c2)CC1,7.44
CHEMBL3665162,CCCS(=O)(=O)N1CCC[C@H](Nc2ncccc2-c2cnc3nc[nH]c3n2)C1,8.52
CHEMBL233151,C[C@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)N1CCN(C)CC1)n2C)c1ccccc1,7.66
CHEMBL2062799,COc1ccc(Nc2nc3c(-c4ccc(S(C)(=O)=O)cc4)cccn3n2)cc1,7.2
CHEMBL2062811,CN1CCN(c2cccc(Nc3nc4c(-c5ccc(C(F)(F)F)cc5)cccn4n3)c2)CC1,6.66
CHEMBL3652384,CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC(S(=O)(=O)c3ccccc3)C2)CC1,7.2
CHEMBL3652377,Cc1cccc(C[C@H]2CCCN2S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)n1,6.49
CHEMBL3652396,CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCS(=O)(=O)CC2)CC1,6.23
CHEMBL3665184,CC(C)CS(=O)(=O)N1CCC[C@H](Nc2nc(N3CCOCC3)ncc2-c2cnc3[nH]ccc3n2)C1,10.98
CHEMBL3665125,CC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC1,9.22
CHEMBL3114762,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1cccc(O[C@@H]2CCN(c3ccnc(F)c3)C2)c1,6.3
CHEMBL3114786,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1cccc(OC2CCN(c3ccnc(F)c3)C2)c1,7.92
CHEMBL3114785,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1cccc(OC2CN(c3ccnc(F)c3)C2)c1,6.7
CHEMBL3114780,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1cccc(OCCNc2cc(F)cc(F)c2)c1,5.86
CHEMBL3114769,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1ccc(OCCCn2ccnc2)cc1,5.94
CHEMBL212128,CNc1ncc2cc(-c3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)ccc2n1,6.81
CHEMBL3665163,CC(C)CS(=O)(=O)N1CCC[C@H](Nc2ncccc2-c2cnc3nc[nH]c3n2)C1,9.0
CHEMBL1078005,Cc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1-c1ccc(C(=O)NCC#N)cc1,7.07
CHEMBL3652279,CC(=O)C1CCCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)C1,6.47
CHEMBL3650991,C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1Cl,10.89
CHEMBL3645092,CN(C)C(=O)CN1CCc2ccc(Nc3nc4c(-c5cc(C(F)F)ccc5OCC(F)F)cccn4n3)cc2CC1,5.0
CHEMBL2062797,COc1ccccc1Nc1nc2c(-c3ccc(S(C)(=O)=O)cc3)cccn2n1,5.0
CHEMBL3642305,CS(=O)(=O)c1ccc(-c2cccc3nc(Nc4ccc(OCCN5CCCC5)cc4)nn23)cc1,7.15
CHEMBL3645053,COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCN(C(=O)OC(C)(C)C)C4)nc12,5.19
CHEMBL3645051,COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc(C4CCNCC4)cc3)nc12,6.13
CHEMBL3651021,C=C(F)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1F,10.89
CHEMBL3671805,Cc1ccncc1-c1cc2c(N[C@@H]3CC[C@](C)(N)C3(C)C)c(C(N)=O)cnn2c1,8.21
CHEMBL3671808,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccccc4C(N)=O)cc23)CC[C@]1(C)N,8.22
CHEMBL3671811,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(CO)cc4)cc23)CC[C@]1(C)N,9.52
CHEMBL562934,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1CC(O)CC3,8.3
CHEMBL3642332,CN1CCN(c2cccc(N(c3cccc(N4CCN(C)CC4)c3)c3nc4c(-c5ccc(S(C)(=O)=O)cc5)cc(F)cn4n3)c2)CC1,5.67
CHEMBL2325903,C[C@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(C)(C)C,8.85
CHEMBL550791,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C[C@@](O)(C(=O)O)[C@H](O)C3,8.05
CHEMBL557846,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C[C@@H](O)[C@@H](O)CC3,8.05
CHEMBL2376334,CC(C)NC(=O)c1c[nH]c2ncc(Oc3cccc(C#N)c3)nc12,6.01
CHEMBL2376333,COc1cc(OC)cc(Oc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)c1,6.4
CHEMBL3694584,Clc1cnc2nc1NCCc1cccc(c1)OCc1cccc(c1)N2,6.52
CHEMBL3642354,CN1CCN(c2ccc(Nc3nc4c(Nc5cccnc5N(C)S(C)(=O)=O)cccn4n3)cc2)CC1,7.1
CHEMBL3652409,CCOP(=O)(OCC)O[C@@H]1CCCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)C1,8.74
CHEMBL3703492,CCOC(=O)c1c[nH]c2ncnc(-c3ccc4c(F)n(C)nc4c3)c12,8.09
CHEMBL2376339,CC(=O)N[C@H]1CCc2ccc(Oc3cnc4[nH]cc(C(=O)NC(C)C)c4n3)cc21,6.47
CHEMBL2376337,CC(NC(=O)c1c[nH]c2ncc(Oc3ccccc3)nc12)C1CC1,7.52
CHEMBL4647506,Cc1[nH]nc2[nH]c(=O)cc([C@H]3CC[C@H](O)CC3)c12,5.77
CHEMBL4636220,Cc1[nH]nc2[nH]c(=O)cc([C@H]3C[C@H]4CC[C@@H]3C4)c12,6.62
CHEMBL4635876,OCCn1cc(Nc2ncc(Cl)c(NCc3cc(F)ccc3F)n2)cn1,9.0
CHEMBL3958006,O=C(/C=C/CN1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,5.77
CHEMBL3116061,CC(Nc1nc(Nc2cn(C)cn2)c2cccnc2n1)c1ncc(F)cn1,5.42
CHEMBL3942228,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,5.15
CHEMBL2376142,CCn1cc(-c2cnc3[nH]cc(C(=O)N[C@H](C)C(=O)N4CC(C#N)C4)c3n2)cn1,8.28
CHEMBL4589134,C=CC(=O)Nc1cccc(Cn2nc(Br)c3c(N)ncnc32)c1,6.61
CHEMBL424719,CNc1ncc2cc(-c3cc(NC(=O)Nc4cccc(C(F)(F)F)c4)ccc3C)ccc2n1,5.94
CHEMBL2325912,C[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CCC(C#N)C1,8.06
CHEMBL3924656,C[C@@H]1CN(c2ncc(C#N)cn2)C[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC(C)(C)O)c3)nc12,8.89
CHEMBL3905704,CC[C@@H]1CN(C(=O)C2(C#N)CC2)C[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3c(C)nn(C)c3C)nc12,9.22
CHEMBL3934061,O=C1NCN([C@H]2CC[C@H](CNCC(F)(F)Br)CC2)c2c1cnc1[nH]ccc21,8.2
CHEMBL3892634,N#CCN1CN(C2CCCCC2)c2c(cnc3[nH]ccc23)C1=O,7.77
CHEMBL3981673,O=C1c2cnc3[nH]ccc3c2N([C@H]2CC[C@H](CNS(=O)(=O)C3CC3)CC2)CN1CC(F)(F)F,7.14
CHEMBL3938113,O=C1NCN([C@H]2CC[C@H](CNC3(C(F)(F)F)CC3)CC2)c2c1cnc1[nH]ccc21,7.72
CHEMBL3956439,O=C1c2cnc3[nH]ccc3c2N([C@H]2CC[C@H](CNCC(F)(F)F)CC2)CN1C1CC1,7.52
CHEMBL3983334,CC[C@H]1CN(C(=O)C2(C#N)CC2)C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(C[C@H](O)C(F)(F)F)c3)nc12,8.89
CHEMBL1288002,CN(C)c1ccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)cc1,6.07
CHEMBL3957930,C[C@@H]1CN(C(=O)C2(C#N)CC2)C[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(C[C@@H](O)C(F)(F)F)c3)nc12,8.92
CHEMBL3693622,CC(C)(C)OC(=O)N1CCCCC12CCN(c1ncnc3[nH]ccc13)C2,7.0
CHEMBL3693623,CC(=O)N1CCCCC12CCCN(c1ncnc3[nH]ccc13)C2,6.34
CHEMBL3693625,CC(=O)N1CCCC12CCCN(c1ncnc3[nH]ccc13)C2,6.6
CHEMBL1088856,COc1cc(-c2cnc3cccc(-c4ccc(C(=O)N5CCOCC5)c(C)c4)c3n2)cc(OC)c1OC,5.82
CHEMBL1089773,CN1CCN(c2ccc(-c3cnc4cccc(-c5cc(F)c(CN6CCOCC6)c(F)c5)c4n3)cc2)CC1,6.78
CHEMBL569738,Cc1cc(Nc2cncc(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1,4.93
CHEMBL3900105,N#CC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,7.5
CHEMBL3950137,O=C(C[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1)NCC(F)(F)F,7.0
CHEMBL3962051,N#CC1CC12CCC(c1nnn3cnc4[nH]ccc4c13)CC2,6.6
CHEMBL3949323,Fc1ccc(CCNC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1,6.66
CHEMBL3943994,CS(=O)(=O)c1ccc(CNC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1,6.15
CHEMBL3949257,Fc1cc(C(F)(F)F)cc(F)c1CN1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,6.37
CHEMBL3979388,c1cc2c(ncn3nnc(C4CCN(Cc5cscn5)CC4)c23)[nH]1,6.22
CHEMBL3672453,C[C@H]1CN(c2ccc(C#N)cn2)C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC(=O)N4CC(F)(F)C4)c3)cc12,9.4
CHEMBL4113706,CN(c1ccc(S(N)(=O)=O)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,7.06
CHEMBL3642412,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4cccc([C@@H]5CCN(CC(N)=O)C[C@@H]5O)c4)nc23)cc1,7.88
CHEMBL3651048,C=C(C)C(=O)Nc1cccc(-c2ncnc3[nH]cc(-c4ccccc4C)c23)c1,8.28
CHEMBL3642384,CN1CCN(c2ccc(Nc3nc4c(NCC5CCN(C(=O)OC(C)(C)C)C5)cccn4n3)cc2)CC1,5.49
CHEMBL3642285,CN1CCN(c2ccc(Nc3nc4c(-c5ccc(CS(C)(=O)=O)cc5)cccn4n3)cc2)CC1,8.82
CHEMBL3703500,CCOC(=O)c1c[nH]c2ncnc(-c3ccc(-c4ccccc4)cc3)c12,8.38
CHEMBL3644971,COCc1ccccc1-c1cccc2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nn12,6.78
CHEMBL3652388,Cc1ccc(N2CCN(S(=O)(=O)C[C@H]3CC[C@H](N(C)c4ncnc5[nH]ccc45)CC3)CC2)nc1,6.59
CHEMBL3642301,CS(=O)(=O)c1ccccc1Nc1nc2c(Nc3ccccc3S(C)(=O)=O)cccn2n1,5.0
CHEMBL3652302,CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2C[C@@H](O)[C@H](c3ccccc3)C2)CC1,6.82
CHEMBL3642327,NC1CCN(c2nc3c(NCc4cccnc4)cccn3n2)CC1,5.0
CHEMBL2381983,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cc3F)c(F)c(N3CCOCC3)n2)n[nH]1,6.43
CHEMBL3689514,CC1CN(C(=O)CC#N)C12CCCN(c1ncnc3[nH]ccc13)C2,8.15
CHEMBL3689537,C[C@H](O)C(=O)N1CCCC12CCCN(c1ncnc3[nH]ccc13)C2,7.4
CHEMBL3693593,CO[C@@H](C)C(=O)N1CCCC12CCCN(c1ncnc3[nH]ccc13)C2,6.57
CHEMBL3693599,N#CCNC(=O)N1CCCC12CCCN(c1ncnc3[nH]ccc13)C2,8.0
CHEMBL3693605,N#CCCNC(=O)N1CCCC12CCCN(c1ncnc3[nH]ccc13)C2,7.51
CHEMBL3693612,N#CCCNC(=O)N1CCCC12CCN(c1ncnc3[nH]ccc13)C2,6.62
CHEMBL3693627,CCC(=O)N1CCCC12CCN(c1ncnc3[nH]ccc13)C2,6.35
CHEMBL1630768,c1nc(N2CCC3CCCCC32)c2cc[nH]c2n1,6.46
CHEMBL1630776,CCCCCC1CCCCC1N(C)c1ncnc2[nH]ccc12,6.1
CHEMBL257858,COc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1C(=O)Nc1cc(C(=O)Nc2cccc(C(F)(F)F)c2F)ccc1C,6.48
CHEMBL1287941,Nc1nc(Nc2ccc(C(=O)O)cc2)nn1C(=O)c1c(F)cccc1F,5.83
CHEMBL4740169,N#CCC(=O)Nc1ccc(-c2cc(Nc3ccc(N4CCOCC4)cc3)ncn2)cc1,7.11
CHEMBL221912,COC[C@H](C)Nc1ccnc(-n2cnc3ccc(C#N)cc32)n1,7.35
CHEMBL243016,O=C1NCc2c1c1c3cc(/C=C/c4ccccn4)ccc3n3c1c1c2c2ccccc2n1CC(CO)C3,6.45
CHEMBL4467200,O=c1[nH]c2cnc(-c3cnc4ccc(F)cn34)nc2n1[C@H]1CC[C@H](O)CC1,8.08
CHEMBL4528395,CCc1cc(O)c(F)cc1-c1cc(NS(=O)(=O)c2ccccn2)c2cn[nH]c2c1,8.7
CHEMBL4483364,CCc1cc(O)c(F)cc1-c1cc(NS(=O)(=O)CC)c2cn[nH]c2c1,8.6
CHEMBL4518744,CCS(=O)(=O)Nc1cc(-c2ccc(O)c(Cl)c2)cc2[nH]ncc12,7.9
